rate_date,currency,rate_to_base
2023-11-02,USD,41.0715
2023-11-02,EUR,43.8587
2023-11-02,UAH,1.0
2023-11-03,USD,41.1083
2023-11-03,EUR,43.9178
2023-11-03,UAH,1.0
2023-11-04,USD,41.1802
2023-11-04,EUR,43.9844
2023-11-04,UAH,1.0
2023-11-05,USD,41.1595
2023-11-05,EUR,44.0571
2023-11-05,UAH,1.0
2023-11-06,USD,41.1126
2023-11-06,EUR,44.1292
2023-11-06,UAH,1.0
2023-11-07,USD,41.1677
2023-11-07,EUR,44.218
2023-11-07,UAH,1.0
2023-11-08,USD,41.1339
2023-11-08,EUR,44.1575
2023-11-08,UAH,1.0
2023-11-09,USD,41.1137
2023-11-09,EUR,44.159
2023-11-09,UAH,1.0
2023-11-10,USD,41.1607
2023-11-10,EUR,44.2434
2023-11-10,UAH,1.0
2023-11-11,USD,41.1618
2023-11-11,EUR,44.2204
2023-11-11,UAH,1.0
2023-11-12,USD,41.1738
2023-11-12,EUR,44.255
2023-11-12,UAH,1.0
2023-11-13,USD,41.2165
2023-11-13,EUR,44.2534
2023-11-13,UAH,1.0
2023-11-14,USD,41.1813
2023-11-14,EUR,44.3042
2023-11-14,UAH,1.0
2023-11-15,USD,41.1404
2023-11-15,EUR,44.3778
2023-11-15,UAH,1.0
2023-11-16,USD,41.1054
2023-11-16,EUR,44.4384
2023-11-16,UAH,1.0
2023-11-17,USD,41.1344
2023-11-17,EUR,44.4144
2023-11-17,UAH,1.0
2023-11-18,USD,41.1926
2023-11-18,EUR,44.412
2023-11-18,UAH,1.0
2023-11-19,USD,41.144
2023-11-19,EUR,44.508
2023-11-19,UAH,1.0
2023-11-20,USD,41.1288
2023-11-20,EUR,44.5682
2023-11-20,UAH,1.0
2023-11-21,USD,41.1526
2023-11-21,EUR,44.5136
2023-11-21,UAH,1.0
2023-11-22,USD,41.1654
2023-11-22,EUR,44.5432
2023-11-22,UAH,1.0
2023-11-23,USD,41.1749
2023-11-23,EUR,44.5996
2023-11-23,UAH,1.0
2023-11-24,USD,41.145
2023-11-24,EUR,44.5833
2023-11-24,UAH,1.0
2023-11-25,USD,41.1687
2023-11-25,EUR,44.5899
2023-11-25,UAH,1.0
2023-11-26,USD,41.1558
2023-11-26,EUR,44.5965
2023-11-26,UAH,1.0
2023-11-27,USD,41.1006
2023-11-27,EUR,44.5966
2023-11-27,UAH,1.0
2023-11-28,USD,41.0995
2023-11-28,EUR,44.5805
2023-11-28,UAH,1.0
2023-11-29,USD,41.0522
2023-11-29,EUR,44.5146
2023-11-29,UAH,1.0
2023-11-30,USD,41.0267
2023-11-30,EUR,44.5347
2023-11-30,UAH,1.0
2023-12-01,USD,40.9704
2023-12-01,EUR,44.5016
2023-12-01,UAH,1.0
2023-12-02,USD,41.026
2023-12-02,EUR,44.4923
2023-12-02,UAH,1.0
2023-12-03,USD,41.093
2023-12-03,EUR,44.4436
2023-12-03,UAH,1.0
2023-12-04,USD,41.0741
2023-12-04,EUR,44.4768
2023-12-04,UAH,1.0
2023-12-05,USD,41.1145
2023-12-05,EUR,44.4082
2023-12-05,UAH,1.0
2023-12-06,USD,41.1888
2023-12-06,EUR,44.4649
2023-12-06,UAH,1.0
2023-12-07,USD,41.2259
2023-12-07,EUR,44.5149
2023-12-07,UAH,1.0
2023-12-08,USD,41.2077
2023-12-08,EUR,44.496
2023-12-08,UAH,1.0
2023-12-09,USD,41.2857
2023-12-09,EUR,44.5616
2023-12-09,UAH,1.0
2023-12-10,USD,41.3167
2023-12-10,EUR,44.6226
2023-12-10,UAH,1.0
2023-12-11,USD,41.2691
2023-12-11,EUR,44.694
2023-12-11,UAH,1.0
2023-12-12,USD,41.2738
2023-12-12,EUR,44.6713
2023-12-12,UAH,1.0
2023-12-13,USD,41.2879
2023-12-13,EUR,44.6625
2023-12-13,UAH,1.0
2023-12-14,USD,41.3112
2023-12-14,EUR,44.743
2023-12-14,UAH,1.0
2023-12-15,USD,41.2667
2023-12-15,EUR,44.7737
2023-12-15,UAH,1.0
2023-12-16,USD,41.3064
2023-12-16,EUR,44.8366
2023-12-16,UAH,1.0
2023-12-17,USD,41.3731
2023-12-17,EUR,44.914
2023-12-17,UAH,1.0
2023-12-18,USD,41.3386
2023-12-18,EUR,44.9535
2023-12-18,UAH,1.0
2023-12-19,USD,41.339
2023-12-19,EUR,44.9335
2023-12-19,UAH,1.0
2023-12-20,USD,41.3066
2023-12-20,EUR,44.9587
2023-12-20,UAH,1.0
2023-12-21,USD,41.2891
2023-12-21,EUR,45.0231
2023-12-21,UAH,1.0
2023-12-22,USD,41.3322
2023-12-22,EUR,44.9936
2023-12-22,UAH,1.0
2023-12-23,USD,41.2831
2023-12-23,EUR,45.0046
2023-12-23,UAH,1.0
2023-12-24,USD,41.239
2023-12-24,EUR,45.0498
2023-12-24,UAH,1.0
2023-12-25,USD,41.2861
2023-12-25,EUR,44.9813
2023-12-25,UAH,1.0
2023-12-26,USD,41.2575
2023-12-26,EUR,44.933
2023-12-26,UAH,1.0
2023-12-27,USD,41.2208
2023-12-27,EUR,44.9631
2023-12-27,UAH,1.0
2023-12-28,USD,41.2233
2023-12-28,EUR,45.0573
2023-12-28,UAH,1.0
2023-12-29,USD,41.2386
2023-12-29,EUR,45.0582
2023-12-29,UAH,1.0
2023-12-30,USD,41.3223
2023-12-30,EUR,45.0272
2023-12-30,UAH,1.0
2023-12-31,USD,41.2934
2023-12-31,EUR,44.9952
2023-12-31,UAH,1.0
2024-01-01,USD,41.3813
2024-01-01,EUR,44.964
2024-01-01,UAH,1.0
2024-01-02,USD,41.3855
2024-01-02,EUR,44.9646
2024-01-02,UAH,1.0
2024-01-03,USD,41.3735
2024-01-03,EUR,44.9695
2024-01-03,UAH,1.0
2024-01-04,USD,41.4604
2024-01-04,EUR,45.0134
2024-01-04,UAH,1.0
2024-01-05,USD,41.4399
2024-01-05,EUR,44.976
2024-01-05,UAH,1.0
2024-01-06,USD,41.3967
2024-01-06,EUR,44.9655
2024-01-06,UAH,1.0
2024-01-07,USD,41.3828
2024-01-07,EUR,45.0485
2024-01-07,UAH,1.0
2024-01-08,USD,41.4543
2024-01-08,EUR,45.032
2024-01-08,UAH,1.0
2024-01-09,USD,41.4511
2024-01-09,EUR,45.0151
2024-01-09,UAH,1.0
2024-01-10,USD,41.4071
2024-01-10,EUR,44.9579
2024-01-10,UAH,1.0
2024-01-11,USD,41.4665
2024-01-11,EUR,45.0325
2024-01-11,UAH,1.0
2024-01-12,USD,41.5012
2024-01-12,EUR,44.9778
2024-01-12,UAH,1.0
2024-01-13,USD,41.4554
2024-01-13,EUR,45.026
2024-01-13,UAH,1.0
2024-01-14,USD,41.4313
2024-01-14,EUR,45.0645
2024-01-14,UAH,1.0
2024-01-15,USD,41.467
2024-01-15,EUR,45.1338
2024-01-15,UAH,1.0
2024-01-16,USD,41.4544
2024-01-16,EUR,45.1918
2024-01-16,UAH,1.0
2024-01-17,USD,41.4879
2024-01-17,EUR,45.214
2024-01-17,UAH,1.0
2024-01-18,USD,41.5378
2024-01-18,EUR,45.1701
2024-01-18,UAH,1.0
2024-01-19,USD,41.499
2024-01-19,EUR,45.2478
2024-01-19,UAH,1.0
2024-01-20,USD,41.5435
2024-01-20,EUR,45.2169
2024-01-20,UAH,1.0
2024-01-21,USD,41.5424
2024-01-21,EUR,45.1521
2024-01-21,UAH,1.0
2024-01-22,USD,41.6136
2024-01-22,EUR,45.1439
2024-01-22,UAH,1.0
2024-01-23,USD,41.6183
2024-01-23,EUR,45.138
2024-01-23,UAH,1.0
2024-01-24,USD,41.6149
2024-01-24,EUR,45.0778
2024-01-24,UAH,1.0
2024-01-25,USD,41.6979
2024-01-25,EUR,45.1402
2024-01-25,UAH,1.0
2024-01-26,USD,41.784
2024-01-26,EUR,45.2304
2024-01-26,UAH,1.0
2024-01-27,USD,41.8336
2024-01-27,EUR,45.254
2024-01-27,UAH,1.0
2024-01-28,USD,41.8017
2024-01-28,EUR,45.2198
2024-01-28,UAH,1.0
2024-01-29,USD,41.8359
2024-01-29,EUR,45.306
2024-01-29,UAH,1.0
2024-01-30,USD,41.9025
2024-01-30,EUR,45.2502
2024-01-30,UAH,1.0
2024-01-31,USD,41.8718
2024-01-31,EUR,45.3369
2024-01-31,UAH,1.0
2024-02-01,USD,41.8503
2024-02-01,EUR,45.3825
2024-02-01,UAH,1.0
2024-02-02,USD,41.9343
2024-02-02,EUR,45.3561
2024-02-02,UAH,1.0
2024-02-03,USD,41.8933
2024-02-03,EUR,45.4472
2024-02-03,UAH,1.0
2024-02-04,USD,41.9333
2024-02-04,EUR,45.5058
2024-02-04,UAH,1.0
2024-02-05,USD,42.0228
2024-02-05,EUR,45.5858
2024-02-05,UAH,1.0
2024-02-06,USD,42.0463
2024-02-06,EUR,45.6709
2024-02-06,UAH,1.0
2024-02-07,USD,42.1324
2024-02-07,EUR,45.7157
2024-02-07,UAH,1.0
2024-02-08,USD,42.1231
2024-02-08,EUR,45.7104
2024-02-08,UAH,1.0
2024-02-09,USD,42.1626
2024-02-09,EUR,45.7795
2024-02-09,UAH,1.0
2024-02-10,USD,42.1908
2024-02-10,EUR,45.7564
2024-02-10,UAH,1.0
2024-02-11,USD,42.1691
2024-02-11,EUR,45.7412
2024-02-11,UAH,1.0
2024-02-12,USD,42.1478
2024-02-12,EUR,45.7691
2024-02-12,UAH,1.0
2024-02-13,USD,42.1653
2024-02-13,EUR,45.7729
2024-02-13,UAH,1.0
2024-02-14,USD,42.2217
2024-02-14,EUR,45.826
2024-02-14,UAH,1.0
2024-02-15,USD,42.2278
2024-02-15,EUR,45.8659
2024-02-15,UAH,1.0
2024-02-16,USD,42.311
2024-02-16,EUR,45.9011
2024-02-16,UAH,1.0
2024-02-17,USD,42.331
2024-02-17,EUR,45.9111
2024-02-17,UAH,1.0
2024-02-18,USD,42.3926
2024-02-18,EUR,45.9151
2024-02-18,UAH,1.0
2024-02-19,USD,42.3568
2024-02-19,EUR,45.8844
2024-02-19,UAH,1.0
2024-02-20,USD,42.3237
2024-02-20,EUR,45.9009
2024-02-20,UAH,1.0
2024-02-21,USD,42.3002
2024-02-21,EUR,45.9721
2024-02-21,UAH,1.0
2024-02-22,USD,42.3119
2024-02-22,EUR,45.9318
2024-02-22,UAH,1.0
2024-02-23,USD,42.3025
2024-02-23,EUR,45.9284
2024-02-23,UAH,1.0
2024-02-24,USD,42.3825
2024-02-24,EUR,46.0213
2024-02-24,UAH,1.0
2024-02-25,USD,42.3899
2024-02-25,EUR,45.991
2024-02-25,UAH,1.0
2024-02-26,USD,42.477
2024-02-26,EUR,45.9546
2024-02-26,UAH,1.0
2024-02-27,USD,42.4566
2024-02-27,EUR,45.9621
2024-02-27,UAH,1.0
2024-02-28,USD,42.4972
2024-02-28,EUR,45.9925
2024-02-28,UAH,1.0
2024-02-29,USD,42.5682
2024-02-29,EUR,45.9327
2024-02-29,UAH,1.0
2024-03-01,USD,42.544
2024-03-01,EUR,45.9986
2024-03-01,UAH,1.0
2024-03-02,USD,42.6019
2024-03-02,EUR,46.0039
2024-03-02,UAH,1.0
2024-03-03,USD,42.569
2024-03-03,EUR,46.0922
2024-03-03,UAH,1.0
2024-03-04,USD,42.6173
2024-03-04,EUR,46.0489
2024-03-04,UAH,1.0
2024-03-05,USD,42.5736
2024-03-05,EUR,46.0427
2024-03-05,UAH,1.0
2024-03-06,USD,42.5568
2024-03-06,EUR,46.0751
2024-03-06,UAH,1.0
2024-03-07,USD,42.5561
2024-03-07,EUR,46.1239
2024-03-07,UAH,1.0
2024-03-08,USD,42.6419
2024-03-08,EUR,46.1641
2024-03-08,UAH,1.0
2024-03-09,USD,42.6554
2024-03-09,EUR,46.1713
2024-03-09,UAH,1.0
2024-03-10,USD,42.6362
2024-03-10,EUR,46.2569
2024-03-10,UAH,1.0
2024-03-11,USD,42.5865
2024-03-11,EUR,46.2416
2024-03-11,UAH,1.0
2024-03-12,USD,42.6686
2024-03-12,EUR,46.2758
2024-03-12,UAH,1.0
2024-03-13,USD,42.6588
2024-03-13,EUR,46.2759
2024-03-13,UAH,1.0
2024-03-14,USD,42.6525
2024-03-14,EUR,46.2821
2024-03-14,UAH,1.0
2024-03-15,USD,42.6534
2024-03-15,EUR,46.252
2024-03-15,UAH,1.0
2024-03-16,USD,42.6104
2024-03-16,EUR,46.3403
2024-03-16,UAH,1.0
2024-03-17,USD,42.6307
2024-03-17,EUR,46.3632
2024-03-17,UAH,1.0
2024-03-18,USD,42.6862
2024-03-18,EUR,46.3392
2024-03-18,UAH,1.0
2024-03-19,USD,42.6808
2024-03-19,EUR,46.2758
2024-03-19,UAH,1.0
2024-03-20,USD,42.7619
2024-03-20,EUR,46.2963
2024-03-20,UAH,1.0
2024-03-21,USD,42.8001
2024-03-21,EUR,46.3742
2024-03-21,UAH,1.0
2024-03-22,USD,42.8321
2024-03-22,EUR,46.3673
2024-03-22,UAH,1.0
2024-03-23,USD,42.897
2024-03-23,EUR,46.3446
2024-03-23,UAH,1.0
2024-03-24,USD,42.9306
2024-03-24,EUR,46.3821
2024-03-24,UAH,1.0
2024-03-25,USD,42.9152
2024-03-25,EUR,46.4408
2024-03-25,UAH,1.0
2024-03-26,USD,42.9072
2024-03-26,EUR,46.4671
2024-03-26,UAH,1.0
2024-03-27,USD,42.8955
2024-03-27,EUR,46.5591
2024-03-27,UAH,1.0
2024-03-28,USD,42.8639
2024-03-28,EUR,46.5856
2024-03-28,UAH,1.0
2024-03-29,USD,42.9278
2024-03-29,EUR,46.5714
2024-03-29,UAH,1.0
2024-03-30,USD,42.8948
2024-03-30,EUR,46.6232
2024-03-30,UAH,1.0
2024-03-31,USD,42.8905
2024-03-31,EUR,46.6581
2024-03-31,UAH,1.0
2024-04-01,USD,42.907
2024-04-01,EUR,46.7513
2024-04-01,UAH,1.0
2024-04-02,USD,42.976
2024-04-02,EUR,46.7834
2024-04-02,UAH,1.0
2024-04-03,USD,43.0492
2024-04-03,EUR,46.8594
2024-04-03,UAH,1.0
2024-04-04,USD,43.0565
2024-04-04,EUR,46.7967
2024-04-04,UAH,1.0
2024-04-05,USD,43.1227
2024-04-05,EUR,46.842
2024-04-05,UAH,1.0
2024-04-06,USD,43.1947
2024-04-06,EUR,46.935
2024-04-06,UAH,1.0
2024-04-07,USD,43.2776
2024-04-07,EUR,46.9788
2024-04-07,UAH,1.0
2024-04-08,USD,43.2345
2024-04-08,EUR,46.9602
2024-04-08,UAH,1.0
2024-04-09,USD,43.3082
2024-04-09,EUR,46.9251
2024-04-09,UAH,1.0
2024-04-10,USD,43.3913
2024-04-10,EUR,47.0064
2024-04-10,UAH,1.0
2024-04-11,USD,43.3437
2024-04-11,EUR,47.0552
2024-04-11,UAH,1.0
2024-04-12,USD,43.3357
2024-04-12,EUR,47.0658
2024-04-12,UAH,1.0
2024-04-13,USD,43.3146
2024-04-13,EUR,47.0244
2024-04-13,UAH,1.0
2024-04-14,USD,43.2576
2024-04-14,EUR,46.9968
2024-04-14,UAH,1.0
2024-04-15,USD,43.3199
2024-04-15,EUR,47.085
2024-04-15,UAH,1.0
2024-04-16,USD,43.3084
2024-04-16,EUR,47.1642
2024-04-16,UAH,1.0
2024-04-17,USD,43.2718
2024-04-17,EUR,47.1713
2024-04-17,UAH,1.0
2024-04-18,USD,43.3257
2024-04-18,EUR,47.1375
2024-04-18,UAH,1.0
2024-04-19,USD,43.3101
2024-04-19,EUR,47.1624
2024-04-19,UAH,1.0
2024-04-20,USD,43.3225
2024-04-20,EUR,47.1904
2024-04-20,UAH,1.0
2024-04-21,USD,43.2815
2024-04-21,EUR,47.2602
2024-04-21,UAH,1.0
2024-04-22,USD,43.3324
2024-04-22,EUR,47.3545
2024-04-22,UAH,1.0
2024-04-23,USD,43.2796
2024-04-23,EUR,47.329
2024-04-23,UAH,1.0
2024-04-24,USD,43.2968
2024-04-24,EUR,47.3499
2024-04-24,UAH,1.0
2024-04-25,USD,43.3136
2024-04-25,EUR,47.44
2024-04-25,UAH,1.0
2024-04-26,USD,43.3601
2024-04-26,EUR,47.5045
2024-04-26,UAH,1.0
2024-04-27,USD,43.4005
2024-04-27,EUR,47.4977
2024-04-27,UAH,1.0
2024-04-28,USD,43.3987
2024-04-28,EUR,47.5124
2024-04-28,UAH,1.0
2024-04-29,USD,43.3628
2024-04-29,EUR,47.5951
2024-04-29,UAH,1.0
2024-04-30,USD,43.3341
2024-04-30,EUR,47.5691
2024-04-30,UAH,1.0
2024-05-01,USD,43.2921
2024-05-01,EUR,47.5298
2024-05-01,UAH,1.0
2024-05-02,USD,43.3203
2024-05-02,EUR,47.5114
2024-05-02,UAH,1.0
2024-05-03,USD,43.2955
2024-05-03,EUR,47.5203
2024-05-03,UAH,1.0
2024-05-04,USD,43.3529
2024-05-04,EUR,47.493
2024-05-04,UAH,1.0
2024-05-05,USD,43.3262
2024-05-05,EUR,47.531
2024-05-05,UAH,1.0
2024-05-06,USD,43.4095
2024-05-06,EUR,47.5411
2024-05-06,UAH,1.0
2024-05-07,USD,43.4524
2024-05-07,EUR,47.5441
2024-05-07,UAH,1.0
2024-05-08,USD,43.5419
2024-05-08,EUR,47.5141
2024-05-08,UAH,1.0
2024-05-09,USD,43.6
2024-05-09,EUR,47.4898
2024-05-09,UAH,1.0
2024-05-10,USD,43.5874
2024-05-10,EUR,47.5116
2024-05-10,UAH,1.0
2024-05-11,USD,43.6213
2024-05-11,EUR,47.5054
2024-05-11,UAH,1.0
2024-05-12,USD,43.7
2024-05-12,EUR,47.5263
2024-05-12,UAH,1.0
2024-05-13,USD,43.6458
2024-05-13,EUR,47.5967
2024-05-13,UAH,1.0
2024-05-14,USD,43.6477
2024-05-14,EUR,47.6002
2024-05-14,UAH,1.0
2024-05-15,USD,43.7096
2024-05-15,EUR,47.6083
2024-05-15,UAH,1.0
2024-05-16,USD,43.7199
2024-05-16,EUR,47.5632
2024-05-16,UAH,1.0
2024-05-17,USD,43.7599
2024-05-17,EUR,47.6546
2024-05-17,UAH,1.0
2024-05-18,USD,43.7963
2024-05-18,EUR,47.6898
2024-05-18,UAH,1.0
2024-05-19,USD,43.8218
2024-05-19,EUR,47.7388
2024-05-19,UAH,1.0
2024-05-20,USD,43.7621
2024-05-20,EUR,47.786
2024-05-20,UAH,1.0
2024-05-21,USD,43.8054
2024-05-21,EUR,47.8638
2024-05-21,UAH,1.0
2024-05-22,USD,43.8133
2024-05-22,EUR,47.92
2024-05-22,UAH,1.0
2024-05-23,USD,43.857
2024-05-23,EUR,47.8845
2024-05-23,UAH,1.0
2024-05-24,USD,43.8187
2024-05-24,EUR,47.8851
2024-05-24,UAH,1.0
2024-05-25,USD,43.8758
2024-05-25,EUR,47.8583
2024-05-25,UAH,1.0
2024-05-26,USD,43.8861
2024-05-26,EUR,47.8619
2024-05-26,UAH,1.0
2024-05-27,USD,43.841
2024-05-27,EUR,47.8661
2024-05-27,UAH,1.0
2024-05-28,USD,43.8701
2024-05-28,EUR,47.894
2024-05-28,UAH,1.0
2024-05-29,USD,43.8689
2024-05-29,EUR,47.9107
2024-05-29,UAH,1.0
2024-05-30,USD,43.8187
2024-05-30,EUR,47.8521
2024-05-30,UAH,1.0
2024-05-31,USD,43.824
2024-05-31,EUR,47.8059
2024-05-31,UAH,1.0
2024-06-01,USD,43.8248
2024-06-01,EUR,47.7574
2024-06-01,UAH,1.0
2024-06-02,USD,43.7969
2024-06-02,EUR,47.8207
2024-06-02,UAH,1.0
2024-06-03,USD,43.8744
2024-06-03,EUR,47.8516
2024-06-03,UAH,1.0
2024-06-04,USD,43.9415
2024-06-04,EUR,47.9117
2024-06-04,UAH,1.0
2024-06-05,USD,43.9856
2024-06-05,EUR,47.9584
2024-06-05,UAH,1.0
2024-06-06,USD,44.0667
2024-06-06,EUR,47.9189
2024-06-06,UAH,1.0
2024-06-07,USD,44.1492
2024-06-07,EUR,47.9381
2024-06-07,UAH,1.0
2024-06-08,USD,44.2344
2024-06-08,EUR,47.9476
2024-06-08,UAH,1.0
2024-06-09,USD,44.185
2024-06-09,EUR,48.0281
2024-06-09,UAH,1.0
2024-06-10,USD,44.257
2024-06-10,EUR,48.0119
2024-06-10,UAH,1.0
2024-06-11,USD,44.2767
2024-06-11,EUR,48.0215
2024-06-11,UAH,1.0
2024-06-12,USD,44.3216
2024-06-12,EUR,48.0134
2024-06-12,UAH,1.0
2024-06-13,USD,44.373
2024-06-13,EUR,48.1001
2024-06-13,UAH,1.0
2024-06-14,USD,44.4568
2024-06-14,EUR,48.1659
2024-06-14,UAH,1.0
2024-06-15,USD,44.4527
2024-06-15,EUR,48.1979
2024-06-15,UAH,1.0
2024-06-16,USD,44.4999
2024-06-16,EUR,48.165
2024-06-16,UAH,1.0
2024-06-17,USD,44.5136
2024-06-17,EUR,48.1392
2024-06-17,UAH,1.0
2024-06-18,USD,44.4964
2024-06-18,EUR,48.1889
2024-06-18,UAH,1.0
2024-06-19,USD,44.4978
2024-06-19,EUR,48.2418
2024-06-19,UAH,1.0
2024-06-20,USD,44.5837
2024-06-20,EUR,48.259
2024-06-20,UAH,1.0
2024-06-21,USD,44.5353
2024-06-21,EUR,48.2661
2024-06-21,UAH,1.0
2024-06-22,USD,44.5953
2024-06-22,EUR,48.2751
2024-06-22,UAH,1.0
2024-06-23,USD,44.5823
2024-06-23,EUR,48.2355
2024-06-23,UAH,1.0
2024-06-24,USD,44.6596
2024-06-24,EUR,48.2556
2024-06-24,UAH,1.0
2024-06-25,USD,44.6863
2024-06-25,EUR,48.2698
2024-06-25,UAH,1.0
2024-06-26,USD,44.6786
2024-06-26,EUR,48.2606
2024-06-26,UAH,1.0
2024-06-27,USD,44.6835
2024-06-27,EUR,48.3327
2024-06-27,UAH,1.0
2024-06-28,USD,44.7725
2024-06-28,EUR,48.3192
2024-06-28,UAH,1.0
2024-06-29,USD,44.8051
2024-06-29,EUR,48.2883
2024-06-29,UAH,1.0
2024-06-30,USD,44.759
2024-06-30,EUR,48.2274
2024-06-30,UAH,1.0
2024-07-01,USD,44.7845
2024-07-01,EUR,48.2382
2024-07-01,UAH,1.0
2024-07-02,USD,44.7299
2024-07-02,EUR,48.3211
2024-07-02,UAH,1.0
2024-07-03,USD,44.6825
2024-07-03,EUR,48.3804
2024-07-03,UAH,1.0
2024-07-04,USD,44.7585
2024-07-04,EUR,48.3312
2024-07-04,UAH,1.0
2024-07-05,USD,44.7665
2024-07-05,EUR,48.2842
2024-07-05,UAH,1.0
2024-07-06,USD,44.8134
2024-07-06,EUR,48.2853
2024-07-06,UAH,1.0
2024-07-07,USD,44.8767
2024-07-07,EUR,48.2306
2024-07-07,UAH,1.0
2024-07-08,USD,44.9486
2024-07-08,EUR,48.3016
2024-07-08,UAH,1.0
2024-07-09,USD,45.0
2024-07-09,EUR,48.4011
2024-07-09,UAH,1.0
2024-07-10,USD,45.0
2024-07-10,EUR,48.4169
2024-07-10,UAH,1.0
2024-07-11,USD,45.0
2024-07-11,EUR,48.3765
2024-07-11,UAH,1.0
2024-07-12,USD,45.0
2024-07-12,EUR,48.3069
2024-07-12,UAH,1.0
2024-07-13,USD,45.0
2024-07-13,EUR,48.3877
2024-07-13,UAH,1.0
2024-07-14,USD,45.0
2024-07-14,EUR,48.4457
2024-07-14,UAH,1.0
2024-07-15,USD,44.9998
2024-07-15,EUR,48.5178
2024-07-15,UAH,1.0
2024-07-16,USD,45.0
2024-07-16,EUR,48.602
2024-07-16,UAH,1.0
2024-07-17,USD,44.9623
2024-07-17,EUR,48.6411
2024-07-17,UAH,1.0
2024-07-18,USD,44.9558
2024-07-18,EUR,48.6893
2024-07-18,UAH,1.0
2024-07-19,USD,44.9743
2024-07-19,EUR,48.7238
2024-07-19,UAH,1.0
2024-07-20,USD,45.0
2024-07-20,EUR,48.6878
2024-07-20,UAH,1.0
2024-07-21,USD,44.9424
2024-07-21,EUR,48.6974
2024-07-21,UAH,1.0
2024-07-22,USD,45.0
2024-07-22,EUR,48.636
2024-07-22,UAH,1.0
2024-07-23,USD,45.0
2024-07-23,EUR,48.602
2024-07-23,UAH,1.0
2024-07-24,USD,44.98
2024-07-24,EUR,48.6049
2024-07-24,UAH,1.0
2024-07-25,USD,44.9565
2024-07-25,EUR,48.5891
2024-07-25,UAH,1.0
2024-07-26,USD,44.9107
2024-07-26,EUR,48.5447
2024-07-26,UAH,1.0
2024-07-27,USD,44.8628
2024-07-27,EUR,48.5306
2024-07-27,UAH,1.0
2024-07-28,USD,44.8169
2024-07-28,EUR,48.5112
2024-07-28,UAH,1.0
2024-07-29,USD,44.7683
2024-07-29,EUR,48.5565
2024-07-29,UAH,1.0
2024-07-30,USD,44.7829
2024-07-30,EUR,48.6324
2024-07-30,UAH,1.0
2024-07-31,USD,44.7699
2024-07-31,EUR,48.6288
2024-07-31,UAH,1.0
2024-08-01,USD,44.7389
2024-08-01,EUR,48.5687
2024-08-01,UAH,1.0
2024-08-02,USD,44.7953
2024-08-02,EUR,48.5839
2024-08-02,UAH,1.0
2024-08-03,USD,44.7665
2024-08-03,EUR,48.5443
2024-08-03,UAH,1.0
2024-08-04,USD,44.7877
2024-08-04,EUR,48.6036
2024-08-04,UAH,1.0
2024-08-05,USD,44.7587
2024-08-05,EUR,48.59
2024-08-05,UAH,1.0
2024-08-06,USD,44.7155
2024-08-06,EUR,48.6055
2024-08-06,UAH,1.0
2024-08-07,USD,44.7757
2024-08-07,EUR,48.6661
2024-08-07,UAH,1.0
2024-08-08,USD,44.7233
2024-08-08,EUR,48.6222
2024-08-08,UAH,1.0
2024-08-09,USD,44.673
2024-08-09,EUR,48.6234
2024-08-09,UAH,1.0
2024-08-10,USD,44.7056
2024-08-10,EUR,48.5974
2024-08-10,UAH,1.0
2024-08-11,USD,44.6819
2024-08-11,EUR,48.575
2024-08-11,UAH,1.0
2024-08-12,USD,44.7168
2024-08-12,EUR,48.5641
2024-08-12,UAH,1.0
2024-08-13,USD,44.7118
2024-08-13,EUR,48.5515
2024-08-13,UAH,1.0
2024-08-14,USD,44.7858
2024-08-14,EUR,48.5128
2024-08-14,UAH,1.0
2024-08-15,USD,44.7893
2024-08-15,EUR,48.5185
2024-08-15,UAH,1.0
2024-08-16,USD,44.8292
2024-08-16,EUR,48.4869
2024-08-16,UAH,1.0
2024-08-17,USD,44.7706
2024-08-17,EUR,48.4196
2024-08-17,UAH,1.0
2024-08-18,USD,44.8264
2024-08-18,EUR,48.4867
2024-08-18,UAH,1.0
2024-08-19,USD,44.8871
2024-08-19,EUR,48.4998
2024-08-19,UAH,1.0
2024-08-20,USD,44.9583
2024-08-20,EUR,48.4394
2024-08-20,UAH,1.0
2024-08-21,USD,44.9097
2024-08-21,EUR,48.5127
2024-08-21,UAH,1.0
2024-08-22,USD,44.8966
2024-08-22,EUR,48.5223
2024-08-22,UAH,1.0
2024-08-23,USD,44.9536
2024-08-23,EUR,48.5969
2024-08-23,UAH,1.0
2024-08-24,USD,44.9476
2024-08-24,EUR,48.662
2024-08-24,UAH,1.0
2024-08-25,USD,44.9997
2024-08-25,EUR,48.7111
2024-08-25,UAH,1.0
2024-08-26,USD,45.0
2024-08-26,EUR,48.6667
2024-08-26,UAH,1.0
2024-08-27,USD,45.0
2024-08-27,EUR,48.6448
2024-08-27,UAH,1.0
2024-08-28,USD,45.0
2024-08-28,EUR,48.6602
2024-08-28,UAH,1.0
2024-08-29,USD,44.9692
2024-08-29,EUR,48.6161
2024-08-29,UAH,1.0
2024-08-30,USD,44.9866
2024-08-30,EUR,48.5945
2024-08-30,UAH,1.0
2024-08-31,USD,44.9527
2024-08-31,EUR,48.5975
2024-08-31,UAH,1.0
2024-09-01,USD,44.995
2024-09-01,EUR,48.6757
2024-09-01,UAH,1.0
2024-09-02,USD,45.0
2024-09-02,EUR,48.6532
